date,tweet_volume,trend,days_to_event_happen,event_title,event_votes,event_confidence
2018-01-08,298.0,41.795528415246736,,,,
2018-01-09,679.0,18.11139564660692,,,,
2018-01-10,917.0,30.18565941101153,,,,
2018-01-11,882.0,31.578843691519754,,,,
2018-01-12,942.0,53.86979217965134,,,,
2018-01-13,1781.0,84.5198463508323,,,,
2018-01-14,881.0,29.721264650842123,,,,
2018-01-15,932.0,27.863685610164488,,,,
2018-01-16,882.0,23.219738008470408,,,,
2018-01-17,745.0,25.541711809317448,,,,
2018-01-18,663.0,27.86368561016449,,,,
2018-01-19,497.0,18.11139564660692,,,,
2018-01-20,1113.0,42.25992317541615,,,,
2018-01-21,870.0,23.684132768639817,,,,
2018-01-22,1670.0,34.3652122525362,,,,
2018-01-23,1409.0,33.436422732197386,,,,
2018-01-24,1502.0,23.219738008470408,,,,
2018-01-25,1040.0,26.006106569486857,,,,
2018-01-26,1033.0,17.64700088643751,,,,
2018-01-27,884.0,16.718211366098693,,,,
2018-01-28,711.0,15.789421845759877,,,,
2018-01-29,756.0,10.21668472372698,,,,
2018-01-30,816.0,12.074263764404613,,,,
2018-01-31,802.0,10.681079483896387,,,,
2018-02-01,733.0,13.467448044912837,,,,
2018-02-02,911.0,11.145474244065795,,,,
2018-02-03,683.0,13.931842805082244,,,,
2018-02-04,938.0,7.8947109228799395,,,,
2018-02-05,1010.0,2.321973800847041,,,,
2018-02-06,861.0,11.145474244065795,,,,
2018-02-07,915.0,8.823500443218755,,,,
2018-02-08,794.0,6.037131882202306,,,,
2018-02-09,896.0,13.00305328474343,,,,
2018-02-10,784.0,9.752289963557573,,,,
2018-02-11,593.0,6.501526642371714,,,,
2018-02-12,803.0,7.894710922879939,,,,
2018-02-13,8138.0,3.7151580813552654,,,,
2018-02-14,5061.0,13.00305328474343,,,,
2018-02-15,2996.0,8.359105683049346,,,,
2018-02-16,2403.0,9.752289963557573,,,,
2018-02-17,1746.0,12.538658524574021,,,,
2018-02-18,1680.0,12.074263764404613,,,,
2018-02-19,774.0,9.752289963557573,,,,
2018-02-20,1013.0,9.752289963557573,,,,
2018-02-21,783.0,11.145474244065795,,,,
2018-02-22,787.0,10.21668472372698,,,,
2018-02-23,785.0,12.074263764404613,,,,
2018-02-24,819.0,6.965921402541122,,,,
2018-02-25,752.0,8.359105683049346,,,,
2018-02-26,1022.0,4.179552841524673,,,,
2018-02-27,969.0,8.359105683049346,,,,
2018-02-28,915.0,9.287895203388164,93,Native Tokens Launch,851,0.93654524089307
2018-03-01,937.0,6.501526642371714,,,,
2018-03-02,895.0,8.823500443218755,,,,
2018-03-03,944.8611111111111,5.572737122032898,,,,
2018-03-04,994.7222222222222,5.572737122032898,,,,
2018-03-05,1044.5833333333333,6.037131882202306,,,,
2018-03-06,1094.4444444444443,9.287895203388164,,,,
2018-03-07,1144.3055555555554,4.179552841524673,,,,
2018-03-08,1194.1666666666665,7.8947109228799395,,,,
2018-03-09,1244.0277777777776,4.179552841524673,,,,
2018-03-10,1293.8888888888887,3.7151580813552654,,,,
2018-03-11,1343.7499999999998,3.7151580813552654,,,,
2018-03-12,1393.6111111111109,10.21668472372698,,,,
2018-03-13,1443.472222222222,14.860632325421061,,,,
2018-03-14,1493.333333333333,2.786368561016449,,,,
2018-03-15,1543.1944444444441,9.287895203388164,,,,
2018-03-16,1593.0555555555552,6.501526642371714,,,,
2018-03-17,1642.9166666666663,4.643947601694082,,,,
2018-03-18,1692.7777777777774,10.21668472372698,,,,
2018-03-19,1742.6388888888885,9.287895203388164,,,,
2018-03-20,1792.4999999999995,5.572737122032898,,,,
2018-03-21,1842.3611111111106,2.786368561016449,,,,
2018-03-22,1892.2222222222217,10.21668472372698,,,,
2018-03-23,1942.0833333333328,7.430316162710531,,,,
2018-03-24,1991.944444444444,5.572737122032898,,,,
2018-03-25,2041.805555555555,6.501526642371714,,,,
2018-03-26,2091.666666666666,4.643947601694082,,,,
2018-03-27,2141.5277777777774,4.643947601694082,,,,
2018-03-28,2191.3888888888887,11.145474244065795,,,,
2018-03-29,2241.25,8.359105683049346,,,,
2018-03-30,2291.1111111111113,4.643947601694082,,,,
2018-03-31,2340.9722222222226,5.572737122032898,,,,
2018-04-01,2390.833333333334,5.572737122032898,,,,
2018-04-02,2440.6944444444453,6.501526642371714,,,,
2018-04-03,2490.5555555555566,7.430316162710531,,,,
2018-04-04,2540.416666666668,10.21668472372698,,,,
2018-04-05,2590.277777777779,4.643947601694082,,,,
2018-04-06,2640.1388888888905,9.287895203388164,,,,
2018-04-07,2690.0,1.8575790406776327,,,,
2018-04-08,1966.0,5.572737122032898,,,,
2018-04-09,1349.0,4.643947601694082,,,,
2018-04-10,2542.0,7.430316162710531,,,,
2018-04-11,3168.0,22.29094848813159,,,,
2018-04-12,3383.0,38.08037033389147,,,,
2018-04-13,1832.0,15.789421845759877,,,,
2018-04-14,1392.0,5.572737122032898,,,,
2018-04-15,1886.0,12.074263764404613,,,,
2018-04-16,1269.0,17.64700088643751,1,Zebpay Listing,88,0.92045454545455
2018-04-17,1797.0,22.29094848813159,,,,
2018-04-18,1569.0,10.21668472372698,,,,
2018-04-19,2078.0,7.430316162710531,,,,
2018-04-20,1828.0,13.931842805082246,,,,
2018-04-21,1467.0,7.430316162710531,,,,
2018-04-22,2097.0,15.789421845759877,,,,
2018-04-23,2668.0,5.572737122032898,,,,
2018-04-24,3325.0,32.507633211858575,,,,
2018-04-25,3027.0,25.077317049148043,,,,
2018-04-26,2434.0,7.430316162710531,,,,
